Rank,Word,Part of speech,Frequency,Dispersion
3263,actress,Noun,9448,0.93
3264,summit,Noun,9628,0.91
3265,acid,Noun,9772,0.9
3266,odds,Noun,9094,0.96
3267,gifted,Adjective,10941,0.8
3268,frustration,Noun,9005,0.97
3269,medium,Noun,9523,0.92
3270,function,Verb,9570,0.91
3271,physically,Adverb,9039,0.97
3272,grant,Noun,9372,0.93
3273,distinguish,Verb,9664,0.9
3274,shore,Noun,9191,0.95
3275,repeatedly,Adverb,9059,0.96
3276,lung,Noun,9206,0.95
3277,firm,Adjective,9036,0.97
3278,running,Adjective,9271,0.94
3279,correct,Verb,8988,0.97
3280,distinct,Adjective,9682,0.9
3281,artistic,Adjective,9423,0.93
3282,discourse,Noun,10560,0.83
3283,basket,Noun,9316,0.94
3284,ah,Exclamation,9788,0.89
3285,fighting,Noun,9274,0.94
3286,impressive,Adjective,9100,0.95
3287,competitor,Noun,9377,0.93
3288,ugly,Adjective,9267,0.94
3289,worried,Adjective,9215,0.94
3290,portray,Verb,9202,0.94
3291,powder,Noun,9639,0.9
3292,ghost,Noun,9564,0.91
3293,persuade,Verb,8998,0.96
3294,moderate,Adjective,9220,0.94
3295,subsequent,Adjective,9796,0.89
3296,continued,Adjective,9402,0.92
3297,cookie,Noun,9480,0.91
3298,carrier,Noun,9251,0.94
3299,cooking,Noun,9403,0.92
3300,frequent,Adjective,9267,0.93
3301,ban,Verb,9226,0.94
3302,swing,Noun,9214,0.94
3303,orange,Noun,9219,0.94
3304,awful,Adjective,9300,0.93
3305,admire,Verb,9016,0.96
3306,pet,Noun,9118,0.95
3307,miracle,Noun,8981,0.96
3308,exceed,Verb,9362,0.92
3309,rhythm,Noun,9010,0.96
3310,widespread,Adjective,9319,0.93
3311,killing,Noun,9109,0.95
3312,lovely,Adjective,9327,0.92
3313,sin,Noun,9048,0.95
3314,charity,Noun,9054,0.95
3315,script,Noun,8924,0.96
3316,tactic,Noun,8993,0.96
3317,identification,Noun,9793,0.88
3318,transformation,Noun,9561,0.9
3319,everyday,Adjective,9065,0.95
3320,headline,Noun,9272,0.92
3321,crash,Verb,9101,0.94
3322,venture,Noun,9278,0.92
3323,invasion,Noun,9412,0.91
3324,military,Noun,9288,0.92
3325,nonetheless,Adverb,9168,0.93
3326,adequate,Adjective,9406,0.91
3327,piano,Noun,8968,0.95
3328,grocery,Noun,9017,0.95
3329,intensity,Noun,9238,0.92
3330,exhibit,Verb,9459,0.9
3331,high,Adverb,8771,0.97
3332,blanket,Noun,9385,0.91
3333,margin,Noun,8994,0.95
3334,principal,Adjective,9218,0.92
3335,quarterback,Noun,10014,0.85
3336,mouse,Noun,9449,0.9
3337,rope,Noun,9300,0.91
3338,concrete,Adjective,8871,0.96
3339,prescription,Noun,9169,0.93
3340,African-American,Adjective,9121,0.93
3341,chase,Verb,8980,0.95
3342,document,Verb,9274,0.91
3343,brick,Noun,9069,0.93
3344,recruit,Verb,9028,0.94
3345,patch,Noun,9155,0.93
3346,consensus,Noun,9250,0.92
3347,horror,Noun,8875,0.95
3348,recording,Noun,8866,0.95
3349,changing,Adjective,9055,0.93
3350,painter,Noun,9153,0.92
3351,colonial,Adjective,9628,0.88
3352,pie,Noun,9019,0.94
3353,sake,Noun,8954,0.94
3354,gaze,Noun,9852,0.86
3355,courage,Noun,8720,0.97
3356,pregnancy,Noun,8944,0.94
3357,swear,Verb,9181,0.92
3358,defeat,Verb,8945,0.94
3359,clue,Noun,8732,0.97
3360,reinforce,Verb,9345,0.9
3361,win,Noun,9584,0.88
3362,confusion,Noun,8751,0.96
3363,slice,Noun,9337,0.9
3364,occupation,Noun,9115,0.92
3365,dear,Adjective,9151,0.92
3366,coal,Noun,8928,0.94
3367,sacred,Adjective,9018,0.93
3368,criminal,Noun,8854,0.95
3369,formula,Noun,8965,0.94
3370,cognitive,Adjective,10166,0.83
3371,collective,Adjective,9384,0.9
3372,exact,Adjective,8643,0.97
3373,uncle,Noun,9355,0.9
3374,square,Noun,8906,0.94
3375,captain,Noun,9087,0.92
3376,sigh,Verb,10099,0.83
3377,attribute,Verb,9228,0.91
3378,dare,Verb,9033,0.93
3379,okay,Adjective,9499,0.88
3380,homeless,Adjective,9149,0.92
3381,cool,Verb,8980,0.93
3382,gallery,Noun,8963,0.93
3383,soccer,Noun,9212,0.91
3384,defendant,Noun,9230,0.91
3385,tunnel,Noun,9024,0.93
3386,fitness,Noun,9261,0.9
3387,lap,Noun,9260,0.9
3388,grave,Noun,8868,0.94
3389,toe,Noun,9047,0.92
3390,container,Noun,8956,0.93
3391,virtue,Noun,9111,0.91
3392,abroad,Adverb,8788,0.95
3393,architect,Noun,8969,0.93
3394,dramatically,Adverb,8712,0.95
3395,makeup,Noun,8916,0.93
3396,inquiry,Noun,9136,0.91
3397,rose,Noun,8988,0.92
3398,surprisingly,Adverb,8704,0.95
3399,highlight,Verb,9119,0.91
3400,decrease,Verb,9291,0.89
3401,indication,Noun,8715,0.95
3402,rail,Noun,8826,0.93
3403,anniversary,Noun,8676,0.95
3404,couch,Noun,9209,0.89
3405,alliance,Noun,8948,0.92
3406,hypothesis,Noun,9890,0.83
3407,boyfriend,Noun,8755,0.94
3408,compose,Verb,8866,0.93
3409,peer,Verb,9099,0.9
3410,mess,Noun,8745,0.94
3411,rank,Verb,8879,0.92
3412,legend,Noun,8660,0.95
3413,regulate,Verb,8856,0.93
3414,adolescent,Noun,10568,0.78
3415,shine,Verb,8984,0.91
3416,norm,Noun,9360,0.88
3417,upset,Verb,8570,0.96
3418,remark,Noun,8453,0.97
3419,resign,Verb,8867,0.92
3420,reward,Noun,8662,0.94
3421,gentle,Adjective,8766,0.93
3422,related,Adjective,9227,0.89
3423,organ,Noun,8596,0.95
3424,lightly,Adverb,8893,0.92
3425,concerning,Preposition,9329,0.87
3426,invent,Verb,8461,0.96
3427,laughter,Noun,9019,0.9
3428,fit,Adjective,8550,0.95
3429,northwest,Noun,8650,0.94
3430,counseling,Noun,9303,0.88
3431,tight,Adverb,8980,0.91
3432,receiver,Noun,8882,0.92
3433,ritual,Noun,8883,0.92
3434,insect,Noun,8814,0.92
3435,interrupt,Verb,8757,0.93
3436,salmon,Noun,8860,0.92
3437,favor,Noun,8403,0.97
3438,trading,Noun,8787,0.93
3439,concern,Verb,8702,0.93
3440,magic,Adjective,8506,0.95
3441,superior,Adjective,8632,0.94
3442,combat,Noun,8675,0.94
3443,stem,Noun,8963,0.9
3444,surgeon,Noun,8519,0.95
3445,acceptable,Adjective,8723,0.93
3446,physics,Noun,9184,0.88
3447,rape,Noun,8790,0.92
3448,counsel,Noun,9387,0.86
3449,brush,Noun,8821,0.92
3450,jeans,Noun,8851,0.91
3451,hunt,Verb,8812,0.92
3452,continuous,Adjective,8996,0.9
3453,log,Noun,8606,0.94
3454,echo,Verb,8477,0.95
3455,pill,Noun,8537,0.94
3456,excited,Adjective,8491,0.95
3457,sculpture,Noun,8659,0.93
3458,compound,Noun,8573,0.94
3459,integrate,Verb,9060,0.89
3460,flour,Noun,9103,0.88
3461,bitter,Adjective,8353,0.96
3462,bare,Adjective,8943,0.9
3463,slope,Noun,8573,0.94
3464,rent,Verb,8446,0.95
3465,presidency,Noun,8814,0.91
3466,serving,Noun,9453,0.85
3467,subtle,Adjective,8442,0.95
3468,greatly,Adverb,8648,0.93
3469,bishop,Noun,8639,0.93
3470,drinking,Noun,8446,0.95
3471,delay,Verb,8333,0.96
3472,cry,Noun,8648,0.93
3473,acceptance,Noun,8870,0.9
3474,collapse,Noun,8397,0.95
3475,shop,Verb,8509,0.94
3476,pump,Noun,8617,0.93
3477,candy,Noun,8633,0.93
3478,evil,Noun,8391,0.95
3479,final,Noun,8964,0.89
3480,finance,Verb,8571,0.93
3481,pleased,Adjective,8502,0.94
3482,medal,Noun,8991,0.89
3483,beg,Verb,8542,0.93
3484,sponsor,Verb,8542,0.93
3485,ethical,Adjective,9018,0.88
3486,secondary,Adjective,9121,0.87
3487,slam,Verb,9076,0.88
3488,export,Noun,9013,0.88
3489,experimental,Adjective,9019,0.88
3490,melt,Verb,8533,0.93
3491,midnight,Noun,8440,0.94
3492,net,Adjective,8563,0.93
3493,curve,Noun,8397,0.95
3494,integrity,Noun,8463,0.94
3495,entitle,Verb,8381,0.95
3496,evident,Adjective,8753,0.91
3497,logic,Noun,8646,0.92
3498,essence,Noun,8388,0.94
3499,park,Verb,8650,0.92
3500,exclude,Verb,8780,0.9
3501,harsh,Adjective,8092,0.98
3502,closet,Noun,8597,0.92
3503,suburban,Adjective,8463,0.93
3504,greet,Verb,8367,0.94
3505,favor,Preposition,8357,0.94
3506,interior,Noun,8370,0.94
3507,corridor,Noun,8842,0.89
3508,murder,Verb,8462,0.93
3509,retail,Adjective,8600,0.92
3510,pitcher,Noun,8835,0.89
3511,march,Verb,8267,0.95
3512,snake,Noun,8523,0.92
3513,pitch,Verb,8628,0.91
3514,excuse,Verb,8722,0.9
3515,cross,Noun,8207,0.96
3516,weakness,Noun,8275,0.95
3517,pig,Noun,8307,0.95
3518,cold,Noun,8527,0.92
3519,classical,Adjective,8475,0.93
3520,estimated,Adjective,8464,0.93
3521,T-shirt,Noun,8386,0.94
3522,online,Adverb,8729,0.9
3523,unemployment,Noun,8471,0.93
3524,civilization,Noun,8447,0.93
3525,fold,Verb,8630,0.91
3526,patient,Adjective,8504,0.92
3527,pop,Noun,8316,0.94
3528,daily,Adverb,8405,0.93
3529,reverse,Verb,8154,0.96
3530,missing,Adjective,8232,0.95
3531,correlation,Noun,9584,0.82
3532,humanity,Noun,8259,0.95
3533,flash,Verb,8815,0.89
3534,developer,Noun,8671,0.9
3535,reliable,Adjective,8302,0.94
3536,excitement,Noun,8160,0.96
3537,beef,Noun,8416,0.93
3538,Islam,Noun,8755,0.89
3539,Roman,Adjective,8299,0.94
3540,stretch,Noun,8285,0.94
3541,architecture,Noun,8449,0.92
3542,occasional,Adjective,8162,0.95
3543,administrative,Adjective,8895,0.88
3544,elbow,Noun,8536,0.91
3545,deadly,Adjective,8196,0.95
3546,Muslim,Noun,8498,0.91
3547,Hispanic,Adjective,8690,0.89
3548,allegation,Noun,8675,0.89
3549,tip,Verb,8300,0.93
3550,confuse,Verb,8045,0.96
3551,airplane,Noun,8254,0.94
3552,monthly,Adjective,8335,0.93
3553,duck,Noun,8335,0.93
3554,dose,Noun,8291,0.93
3555,Korean,Adjective,8441,0.92
3556,plead,Verb,8140,0.95
3557,initiate,Verb,8630,0.9
3558,lecture,Noun,8278,0.93
3559,van,Noun,8364,0.92
3560,sixth,Measure,8170,0.95
3561,bay,Noun,8209,0.94
3562,mainstream,Adjective,8170,0.94
3563,suburb,Noun,8249,0.93
3564,sandwich,Noun,8298,0.93
3565,unlike,Adjective,8103,0.95
3566,trunk,Noun,8400,0.92
3567,rumor,Noun,8023,0.96
3568,implementation,Noun,9293,0.83
3569,swallow,Verb,8583,0.9
3570,motivate,Verb,8324,0.92
3571,render,Verb,8288,0.93
3572,longtime,Adjective,8439,0.91
3573,trap,Verb,8030,0.96
3574,restrict,Verb,8340,0.92
3575,cloth,Noun,8287,0.93
3576,seemingly,Adverb,8010,0.96
3577,legislative,Adjective,8384,0.91
3578,effectiveness,Noun,8889,0.86
3579,enforce,Verb,8162,0.94
3580,lens,Noun,8313,0.92
3581,reach,Noun,7982,0.96
3582,inspector,Noun,8652,0.88
3583,lend,Verb,7961,0.96
3584,plain,Adjective,8015,0.95
3585,fraud,Noun,8176,0.93
3586,companion,Noun,8136,0.94
3587,contend,Verb,8249,0.93
3588,nail,Noun,8255,0.92
3589,array,Noun,8167,0.93
3590,strict,Adjective,8013,0.95
3591,assemble,Verb,7996,0.95
3592,frankly,Adverb,8620,0.88
3593,rat,Noun,8177,0.93
3594,burst,Verb,8393,0.91
3595,hallway,Noun,8717,0.87
3596,cave,Noun,8261,0.92
3597,inevitable,Adjective,7889,0.96
3598,southwest,Noun,8190,0.93
3599,monster,Noun,8164,0.93
3600,speed,Verb,7936,0.96
3601,protest,Verb,7871,0.96
3602,unexpected,Adjective,7829,0.97
3603,obstacle,Noun,8075,0.94
3604,facilitate,Verb,8946,0.85
3605,encounter,Noun,8073,0.94
3606,rip,Verb,8164,0.93
3607,herb,Noun,8279,0.91
3608,overwhelming,Adjective,7831,0.97
3609,integration,Noun,8847,0.85
3610,crystal,Noun,8035,0.94
3611,recession,Noun,8809,0.86
3612,wish,Noun,7789,0.97
3613,top,Verb,8162,0.92
3614,written,Adjective,8371,0.9
3615,motive,Noun,8029,0.94
3616,label,Verb,7969,0.95
3617,flood,Noun,7986,0.94
3618,pen,Noun,8117,0.93
3619,ownership,Noun,8177,0.92
3620,nightmare,Noun,7895,0.95
3621,notice,Noun,7762,0.97
3622,inspection,Noun,8128,0.93
3623,supervisor,Noun,8049,0.93
3624,consult,Verb,7778,0.96
3625,arena,Noun,8008,0.94
3626,laugh,Noun,8164,0.92
3627,diagnosis,Noun,8454,0.89
3628,possession,Noun,7828,0.96
3629,forgive,Verb,8003,0.93
3630,warm,Verb,7973,0.94
3631,consistently,Adverb,8104,0.92
3632,basement,Noun,7988,0.94
3633,project,Verb,7871,0.95
3634,drift,Verb,8311,0.9
3635,drain,Verb,8123,0.92
3636,last,Adverb,8415,0.89
3637,prosecution,Noun,8941,0.83
3638,maximum,Adjective,8075,0.92
3639,announcement,Noun,7863,0.95
3640,warrior,Noun,7975,0.93
3641,prediction,Noun,7996,0.93
3642,bacteria,Noun,8256,0.9
3643,questionnaire,Noun,9123,0.82
3644,mud,Noun,8026,0.93
3645,infrastructure,Noun,7961,0.93
3646,hurry,Verb,8723,0.85
3647,privilege,Noun,7923,0.94
3648,temple,Noun,7949,0.94
3649,medium,Adjective,8586,0.87
3650,outdoor,Adjective,8101,0.92
3651,suck,Verb,8204,0.91
3652,and/or,Conjunction,8481,0.88
3653,broadcast,Noun,8130,0.91
3654,re,Preposition,15773,0.47
3655,leap,Verb,8376,0.89
3656,random,Adjective,7818,0.95
3657,past,Adverb,7921,0.94
3658,wrist,Noun,8250,0.9
3659,curtain,Noun,8204,0.9
3660,monitor,Noun,7879,0.94
3661,pond,Noun,7971,0.93
3662,domain,Noun,8641,0.86
3663,guilt,Noun,7746,0.96
3664,cattle,Noun,7827,0.95
3665,subject,Preposition,8087,0.91
3666,walking,Noun,7847,0.94
3667,playoff,Noun,8803,0.84
3668,minimum,Adjective,8011,0.92
3669,fiscal,Adjective,8005,0.92
3670,skirt,Noun,8167,0.9
3671,dump,Verb,7689,0.96
3672,hence,Adverb,8468,0.87
3673,database,Noun,8094,0.91
3674,uncomfortable,Adjective,7667,0.96
3675,aim,Noun,7973,0.92
3676,execute,Verb,7671,0.96
3677,limb,Noun,8018,0.92
3678,ideology,Noun,8485,0.87
3679,average,Verb,8106,0.91
3680,welcome,Adjective,7798,0.94
3681,tune,Verb,7934,0.92
3682,continuing,Adjective,7845,0.94
3683,harm,Noun,7619,0.96
3684,railroad,Noun,7796,0.94
3685,endure,Verb,7586,0.97
3686,radiation,Noun,7912,0.93
3687,horn,Noun,7813,0.94
3688,chronic,Adjective,8036,0.91
3689,peaceful,Adjective,7704,0.95
3690,innovation,Noun,8099,0.9
3691,strain,Noun,7713,0.95
3692,guitar,Noun,7712,0.95
3693,replacement,Noun,7734,0.94
3694,behave,Verb,7546,0.97
3695,administer,Verb,8135,0.9
3696,simultaneously,Adverb,7960,0.92
3697,dancer,Noun,7664,0.95
3698,amendment,Noun,8132,0.9
3699,guard,Verb,7659,0.95
3700,pad,Noun,7846,0.93
3701,transmission,Noun,7829,0.93
3702,await,Verb,7550,0.96
3703,retired,Adjective,7869,0.92
3704,trigger,Verb,7630,0.95
3705,spill,Verb,7798,0.93
3706,grateful,Adjective,7597,0.96
3707,grace,Noun,7634,0.95
3708,virtual,Adjective,7776,0.93
3709,response,Preposition,7868,0.92
3710,colony,Noun,7822,0.93
3711,adoption,Noun,7986,0.91
3712,slide,Noun,7780,0.93
3713,indigenous,Adjective,8785,0.83
3714,closed,Adjective,7500,0.97
3715,convict,Verb,7940,0.91
3716,civilian,Noun,7889,0.92
3717,towel,Noun,7978,0.91
3718,modify,Verb,8997,0.8
3719,particle,Noun,7925,0.91
3720,award,Verb,7666,0.94
3721,glance,Noun,8122,0.89
3722,prize,Noun,7519,0.96
3723,landing,Noun,7646,0.94
3724,conduct,Noun,7821,0.92
3725,blue,Noun,7671,0.94
3726,boost,Verb,7863,0.92
3727,bat,Noun,7694,0.94
3728,alarm,Noun,7631,0.94
3729,festival,Noun,7775,0.92
3730,grip,Noun,7724,0.93
3731,weird,Adjective,7709,0.93
3732,undermine,Verb,7762,0.92
3733,freshman,Noun,7849,0.91
3734,sweat,Noun,8036,0.89
3735,outer,Adjective,7618,0.94
3736,European,Noun,7688,0.93
3737,drunk,Adjective,7890,0.91
3738,survey,Verb,7556,0.95
3739,research,Verb,7618,0.94
3740,separation,Noun,7760,0.92
3741,traditionally,Adverb,7717,0.93
3742,stuff,Verb,7687,0.93
3743,govern,Verb,7668,0.93
3744,southeast,Noun,7589,0.94
3745,intelligent,Adjective,7373,0.97
3746,wherever,Adverb,7382,0.97
3747,ballot,Noun,9217,0.77
3748,rhetoric,Noun,7765,0.92
3749,convinced,Adjective,7389,0.97
3750,driving,Adjective,7438,0.96
3751,vitamin,Noun,8245,0.86
3752,enthusiasm,Noun,7368,0.97
3753,accommodate,Verb,7571,0.94
3754,praise,Verb,7379,0.96
3755,injure,Verb,7574,0.94
3756,wilderness,Noun,7916,0.9
3757,nearby,Adverb,7545,0.94
3758,endless,Adjective,7458,0.95
3759,mandate,Noun,7704,0.92
3760,pause,Noun,8140,0.87
3761,excuse,Noun,7388,0.96
3762,respectively,Adverb,8223,0.86
3763,uncertainty,Noun,7671,0.92
3764,chaos,Noun,7304,0.97
3765,short,Adverb,7495,0.95
3766,mechanical,Adjective,7835,0.9
3767,canvas,Noun,7795,0.91
3768,forty,Measure,7692,0.92
3769,matter,Determiner,7396,0.96
3770,lobby,Noun,7556,0.94
3771,profound,Adjective,7477,0.95
3772,format,Noun,7910,0.9
3773,trait,Noun,7980,0.89
3774,currency,Noun,7753,0.91
3775,turkey,Noun,7757,0.91
3776,reserve,Noun,7585,0.93
3777,beam,Noun,7625,0.93
3778,abuse,Verb,7554,0.94
3779,astronomer,Noun,8157,0.87
3780,corruption,Noun,7518,0.94
3781,contractor,Noun,7634,0.92
3782,apologize,Verb,7485,0.94
3783,doctrine,Noun,8081,0.87
3784,genuine,Adjective,7336,0.96
3785,thumb,Noun,7659,0.92
3786,unity,Noun,7810,0.9
3787,compromise,Noun,7469,0.94
3788,horrible,Adjective,7538,0.93
3789,behavioral,Adjective,8320,0.85
3790,exclusive,Adjective,7402,0.95
3791,scatter,Verb,7461,0.94
3792,commonly,Adverb,7861,0.89
3793,convey,Verb,7529,0.93
3794,rush,Noun,7458,0.94
3795,twist,Verb,7875,0.89
3796,complexity,Noun,7813,0.9
3797,fork,Noun,7742,0.91
3798,disk,Noun,7898,0.89
3799,relieve,Verb,7352,0.95
3800,suspicion,Noun,7187,0.97
3801,lock,Noun,7605,0.92
3802,finish,Noun,7585,0.92
3803,residence,Noun,7332,0.95
3804,shame,Noun,7347,0.95
3805,meaningful,Adjective,7719,0.9
3806,sidewalk,Noun,7668,0.91
3807,Olympics,Noun,8039,0.87
3808,technological,Adjective,7780,0.9
3809,signature,Noun,7349,0.95
3810,pleasant,Adjective,7425,0.94
3811,wow,Exclamation,8016,0.87
3812,suspend,Verb,7228,0.96
3813,rebel,Noun,7525,0.92
3814,frozen,Adjective,7474,0.93
3815,desire,Verb,7454,0.93
3816,spouse,Noun,7510,0.93
3817,fluid,Noun,7464,0.93
3818,pension,Noun,7660,0.91
3819,resume,Verb,7243,0.96
3820,theoretical,Adjective,8320,0.83
3821,sodium,Noun,7998,0.87
3822,blow,Noun,7324,0.95
3823,promotion,Noun,7416,0.94
3824,delicate,Adjective,7332,0.95
3825,forehead,Noun,8123,0.85
3826,rebuild,Verb,7474,0.93
3827,bounce,Verb,7451,0.93
3828,electrical,Adjective,7347,0.94
3829,hook,Noun,7382,0.94
3830,detective,Noun,7441,0.93
3831,traveler,Noun,7336,0.94
3832,click,Verb,7549,0.92
3833,compensation,Noun,7512,0.92
3834,signal,Verb,7171,0.97
3835,exit,Noun,7333,0.94
3836,attraction,Noun,7280,0.95
3837,dedicate,Verb,7226,0.96
3838,altogether,Adverb,7147,0.97
3839,pickup,Noun,7415,0.93
3840,carve,Verb,7294,0.95
3841,needle,Noun,7378,0.94
3842,belly,Noun,7784,0.89
3843,ship,Verb,7264,0.95
3844,scare,Verb,7367,0.94
3845,portfolio,Noun,7663,0.9
3846,shuttle,Noun,7593,0.91
3847,invisible,Adjective,7355,0.94
3848,timing,Noun,7345,0.94
3849,engagement,Noun,7675,0.9
3850,ankle,Noun,7397,0.93
3851,transaction,Noun,7418,0.93
3852,rescue,Verb,7187,0.96
3853,counterpart,Noun,7484,0.92
3854,historically,Adverb,7426,0.92
3855,firmly,Adverb,7189,0.95
3856,mild,Adjective,7211,0.95
3857,rider,Noun,7450,0.92
3858,doll,Noun,7351,0.93
3859,noon,Noun,7425,0.92
3860,exhibit,Noun,7326,0.93
3861,amid,Preposition,7264,0.94
3862,identical,Adjective,7247,0.94
3863,precise,Adjective,7211,0.95
3864,anxious,Adjective,7096,0.96
3865,structural,Adjective,7870,0.87
3866,residential,Adjective,7415,0.92
3867,loud,Adverb,7541,0.9
3868,diagnose,Verb,7255,0.94
3869,carbohydrate,Noun,8057,0.85
3870,liberty,Noun,7442,0.91
3871,poster,Noun,7069,0.96
3872,theology,Noun,7866,0.86
3873,nonprofit,Adjective,7482,0.91
3874,crawl,Verb,7596,0.9
3875,oxygen,Noun,7191,0.94
3876,handsome,Adjective,7512,0.9
3877,magic,Noun,7415,0.92
3878,sum,Noun,7217,0.94
3879,provided,Conjunction,7431,0.91
3880,businessman,Noun,7190,0.94
3881,promising,Adjective,7075,0.96
3882,conscious,Adjective,7152,0.95
3883,determination,Noun,7170,0.94
3884,donor,Noun,7231,0.94
3885,hers,Pronoun,7770,0.87
3886,pastor,Noun,7260,0.93
3887,jazz,Noun,7220,0.94
3888,opera,Noun,7332,0.92
3889,Japanese,Noun,7419,0.91
3890,bite,Noun,7160,0.94
3891,frame,Verb,7063,0.95
3892,evil,Adjective,7045,0.96
3893,acquisition,Noun,7338,0.92
3894,pit,Noun,7132,0.94
3895,hug,Verb,7478,0.9
3896,wildlife,Noun,7361,0.91
3897,punish,Verb,6955,0.97
3898,giant,Noun,7102,0.95
3899,primary,Noun,7823,0.86
3900,equity,Noun,7277,0.92
3901,wrong,Adverb,7038,0.95
3902,doorway,Noun,7914,0.85
3903,departure,Noun,7008,0.96
3904,elevator,Noun,7535,0.89
3905,teenage,Adjective,7030,0.95
3906,guidance,Noun,7399,0.91
3907,happiness,Noun,7036,0.95
3908,statue,Noun,7058,0.95
3909,pursuit,Noun,7070,0.95
3910,repair,Noun,7088,0.95
3911,decent,Adjective,6954,0.96
3912,gym,Noun,7229,0.93
3913,oral,Adjective,7448,0.9
3914,clerk,Noun,7234,0.93
3915,Israeli,Noun,7673,0.87
3916,envelope,Noun,7241,0.92
3917,reporting,Noun,7184,0.93
3918,destination,Noun,7039,0.95
3919,fist,Noun,7729,0.86
3920,endorse,Verb,7167,0.93
3921,exploration,Noun,7294,0.92
3922,generous,Adjective,6907,0.97
3923,bath,Noun,7149,0.93
3924,rescue,Noun,7094,0.94
3925,thereby,Adverb,7588,0.88
3926,overall,Adverb,7225,0.92
3927,indicator,Noun,7574,0.88
3928,sunlight,Noun,7349,0.91
3929,feedback,Noun,7735,0.86
3930,spectrum,Noun,7216,0.92
3931,purple,Adjective,7216,0.92
3932,laser,Noun,7197,0.93
3933,bold,Adjective,6936,0.96
3934,reluctant,Adjective,6842,0.97
3935,starting,Noun,7118,0.93
3936,expertise,Noun,7219,0.92
3937,practically,Adverb,6914,0.96
3938,program,Verb,7015,0.95
3939,picture,Verb,7103,0.93
3940,tune,Noun,6887,0.96
3941,eating,Noun,7067,0.94
3942,age,Verb,7005,0.95
3943,volunteer,Verb,6864,0.97
3944,hint,Noun,6951,0.95
3945,sharply,Adverb,6966,0.95
3946,parade,Noun,7010,0.95
3947,advocate,Verb,7198,0.92
3948,realm,Noun,7261,0.91
3949,ban,Noun,7070,0.94
3950,strip,Verb,6894,0.96
3951,cancel,Verb,6932,0.95
3952,blend,Verb,7238,0.91
3953,therapist,Noun,7170,0.92
3954,slice,Verb,7316,0.9
3955,peel,Verb,7182,0.92
3956,pizza,Noun,7130,0.93
3957,recipient,Noun,7126,0.93
3958,hesitate,Verb,7462,0.88
3959,flip,Verb,7274,0.91
3960,accounting,Noun,7319,0.9
3961,debate,Verb,6952,0.95
3962,bias,Noun,7388,0.89
3963,huh,Exclamation,7563,0.87
3964,metaphor,Noun,7461,0.88
3965,candle,Noun,7204,0.91
3966,handle,Noun,7101,0.93
3967,worry,Noun,6811,0.96
3968,judicial,Adjective,7213,0.91
3969,entity,Noun,7276,0.9
3970,suffering,Noun,6955,0.94
3971,full-time,Adjective,6945,0.94
3972,feel,Noun,6939,0.95
3973,lamp,Noun,7290,0.9
3974,garbage,Noun,6933,0.95
3975,servant,Noun,7064,0.93
3976,addition,Noun,7027,0.93
3977,regulatory,Adjective,7274,0.9
3978,diplomatic,Adjective,7193,0.91
3979,elegant,Adjective,6974,0.94
3980,inside,Noun,6955,0.94
3981,reception,Noun,6896,0.95
3982,vanish,Verb,7154,0.91
3983,automatically,Adverb,6823,0.96
3984,chin,Noun,7585,0.86
3985,trail,Verb,7049,0.93
3986,necessity,Noun,7071,0.92
3987,confess,Verb,6815,0.96
3988,racism,Noun,7026,0.93
3989,starter,Noun,7487,0.87
3990,interior,Adjective,6931,0.94
3991,banking,Noun,7120,0.92
3992,casual,Adjective,6946,0.94
3993,gravity,Noun,7000,0.93
3994,enroll,Verb,7053,0.92
3995,diminish,Verb,6875,0.95
3996,prevention,Noun,7352,0.88
3997,Arab,Noun,7222,0.9
3998,value,Verb,7000,0.93
3999,minimize,Verb,7139,0.91
4000,chop,Verb,7452,0.87
4001,performer,Noun,6896,0.94
4002,intent,Noun,6879,0.94
4003,isolate,Verb,6920,0.94
4004,pump,Verb,6765,0.96
4005,inventory,Noun,7090,0.92
4006,productive,Adjective,7006,0.93
4007,assembly,Noun,6914,0.94
4008,civic,Adjective,7088,0.91
4009,silk,Noun,7128,0.91
4010,magnitude,Noun,7115,0.91
4011,steep,Adjective,6972,0.93
4012,hostage,Noun,8605,0.75
4013,collector,Noun,6976,0.93
4014,popularity,Noun,6836,0.95
4015,kiss,Noun,7195,0.9
4016,alien,Noun,7134,0.9
4017,dynamic,Adjective,7175,0.9
4018,scary,Adjective,6865,0.94
4019,equation,Noun,7372,0.87
4020,angel,Noun,6978,0.92
4021,switch,Noun,6781,0.95
4022,offering,Noun,6856,0.94
4023,rage,Noun,6877,0.94
4024,photography,Noun,7087,0.91
4025,repair,Verb,6730,0.96
4026,toilet,Noun,6939,0.93
4027,disappointed,Adjective,6724,0.96
4028,precious,Adjective,6716,0.96
4029,prohibit,Verb,6896,0.93
4030,representative,Adjective,7008,0.92
4031,content,Adjective,7113,0.9
4032,realistic,Adjective,6786,0.95
4033,Russian,Noun,6891,0.93
4034,hidden,Adjective,6787,0.95
4035,command,Verb,6688,0.96
4036,tender,Adjective,7013,0.92
4037,wake,Noun,6630,0.97
4038,gathering,Noun,6671,0.96
4039,outstanding,Adjective,6803,0.94
4040,stumble,Verb,7076,0.91
4041,lonely,Adjective,6868,0.94
4042,automobile,Noun,6829,0.94
4043,artificial,Adjective,6730,0.95
4044,dawn,Noun,6929,0.93
